experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,macro_precision,macro_recall,weighted_precision,weighted_recall
mobilenetv3_cassava,mobilenet_v3_small,5,0.8214397008413836,0.6886178554407371,0.8213019101088956,4.38285399985034,1522981,0.6875578028319375,0.6967879977681517,0.8248908955503663,0.8214397008413836
