experiment_name,model_name,mode,backend,num_classes,float32_accuracy,quant_accuracy,accuracy_delta,float32_macro_precision,quant_macro_precision,float32_macro_recall,quant_macro_recall,float32_macro_f1,quant_macro_f1,float32_latency_ms,quant_latency_ms,latency_speedup,float32_size_mb,quant_size_mb,size_reduction,parameters
student_quantized_cassava_mixed,mobilenet_v3_small,post_training_static_mixed,fbgemm,5,0.8423184792770333,0.3134933000934871,-0.5288251791835462,0.7431040024765992,0.4783508884619153,0.7041807252665453,0.31369798528422577,0.7187127451815494,0.2066589209832385,38.739300000052026,158.70241199972952,0.24410025980019792,5.933481216430664,6.932130813598633,0.8559390144212315,1522981
