epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.6902203811997727,0.05887880924801263,0.9806629834254144,0.9743330457958843
2,0.5799329249573181,0.05417489714712131,0.983732351135666,0.9809853882704322
3,0.47466214037436993,0.029458098002052548,0.9918661755678331,0.9879611599649429
4,0.42930609645160517,0.036839463005166564,0.988950276243094,0.9841916616917459
5,0.3885383487970723,0.03165359727879589,0.9903314917127072,0.9872591476408745
6,0.38043041725025734,0.028043316550631598,0.9903314917127072,0.9866434431815366
7,0.35586918789541094,0.02857358171163282,0.9914057704112953,0.9867098118993817
8,0.3461679494743141,0.0258666482306185,0.9910988336402701,0.9892086021799082
9,0.3307118508614444,0.030449667748191293,0.990791896869245,0.9882986600083994
10,0.32561169891048225,0.025119040571147448,0.9910988336402701,0.9892845367951622
11,0.31582040646335535,0.018273784129115987,0.9943216697360344,0.9927557580087218
12,0.30111157001985556,0.029311869476140822,0.9910988336402701,0.9885682771270023
13,0.30436703451805863,0.022456106773666676,0.9934008594229589,0.9913422608752845
14,0.29498733927603693,0.0570801353279874,0.9821976672805403,0.9783278142912607
15,0.2931667147036463,0.020969442655646115,0.9947820748925721,0.9924266256023158
