experiment_name,student_model_name,teacher_model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,temperature,alpha
pv_distilled_seed44,mobilenet_v3_small,resnet50,38,0.9950890116635973,0.993880005365972,0.99508340447841,17.90437999967253,1556806,4.0,0.5
