epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6650084175790723,0.6036222813730486,0.7827983795574945,0.611760789921742
2,0.5046918300938023,0.6071480515498021,0.7827983795574945,0.6030325530363082
3,0.4518683810644804,0.5177406743517098,0.8155188532253038,0.679831465698787
4,0.4074688704662118,0.533816310077042,0.8030539108756622,0.6641484649046508
5,0.3677451144360487,0.5360484032077037,0.8148956061078217,0.6768756490691005
6,0.32309506526656445,0.579632768237394,0.801807416640698,0.6679167946299658
7,0.3033646410795579,0.6407871721977012,0.7697101900903708,0.6529399261884926
8,0.27881325831160153,0.6600742776767603,0.8089747584917419,0.6750838264789452
9,0.22999673165389412,0.7391679673608023,0.7865378622623871,0.6573274878028917
10,0.20307164585863335,0.6861846928063046,0.7884076036148333,0.6602096976401735
11,0.19320146471582306,0.7223491451011412,0.7893424742910564,0.651854936665195
12,0.19119837545286844,0.7669585935745926,0.7980679339358056,0.6578121200602494
13,0.1393343553305671,0.8698037967907747,0.794328451230913,0.6365928361944219
14,0.12826816801225985,0.9394726491524223,0.7616079775631037,0.6250213940487914
15,0.10943229976465492,0.9121808032634363,0.7821751324400125,0.6364187367614514
