experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
supervised_seed45,mobilenet_v3_small,5,0.8311000311623559,0.7016294599984543,0.8265334331818117,6.147905999823706,1522981
