experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
supervised_seed44,mobilenet_v3_small,5,0.8295419133686507,0.6994800450586454,0.8264471654437694,6.048888000368606,1522981
