epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6680677642976023,0.774815577292747,0.7332502337176691,0.5084189558157788
2,0.5005974587821795,0.5650099062704156,0.7958865690246183,0.626497385031725
3,0.4440780286676249,0.5108073520099459,0.81738859457775,0.6757312220753959
4,0.40558235437698603,0.5214770376663708,0.816765347460268,0.6920741335212519
5,0.3669258092988738,0.524096800618619,0.81738859457775,0.6923769540046418
6,0.3401769115606657,0.5278321037544347,0.8164537239015269,0.6852563822209796
7,0.30771279043743516,0.5832685971137481,0.8229978186350888,0.7016913725490621
8,0.2655805101285782,0.6005242385571529,0.8074166406980368,0.6585735461763794
9,0.2364072439046463,0.7660959266583546,0.7559987535057651,0.6192889014864285
10,0.21964562626051817,0.6466567120881941,0.7949516983483952,0.6626283298397743
11,0.21048820171570123,0.7501602837808335,0.7859146151449049,0.6514850861975592
12,0.1993503732610126,0.7312729269888365,0.7896540978497975,0.6589948074017841
13,0.1477436193502095,0.7898676995920518,0.7955749454658773,0.6705261637074217
14,0.14999473215908288,0.7196341512469943,0.7977563103770645,0.6700766540943182
15,0.10450865457735851,0.906245523429281,0.7927703334372078,0.6455892428160229
