epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.0764950190011295,0.8947773375738518,0.7373013399813025,0.5548535193268169
2,0.693591143166687,0.6319074910557801,0.7993144281707697,0.6307984493431287
3,0.6108538850130214,0.5919289391855839,0.8046120286693674,0.633176381881837
4,0.5429995550405152,0.519623162061784,0.8233094421938298,0.7077472888917226
5,0.502015093088914,0.5281078902387515,0.8195699594889374,0.6961152982253719
6,0.48313851454872514,0.5376534875437046,0.8139607354315986,0.6618794082609247
7,0.4497382093457961,0.6625890021672981,0.7731380492365223,0.6368215505856096
8,0.4652931453691591,0.5059515947714592,0.8236210657525709,0.706744809252946
9,0.4225211651758642,0.5281409183351672,0.824555936428794,0.703674073276648
10,0.38788475766424835,0.5077051717977206,0.8370208787784357,0.710773489003866
11,0.3940993479952108,0.5277396722183899,0.824555936428794,0.7062133116056518
12,0.3889242142699527,0.5290354618395775,0.817076971019009,0.697485818728297
13,0.3788948239260836,0.5626115620916378,0.8058585229043316,0.6944936035201457
14,0.3894989468125955,0.5042536846060514,0.8217513244001247,0.7001375481283251
15,0.3473471312783845,0.5250003118359363,0.8286070426924276,0.7069725730570849
