experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
pv_supervised_seed43,mobilenet_v3_small,38,0.9849600982197667,0.9758555565562407,0.9849829886931599,4.987262001086492,1556806
