epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6650509464063491,0.7472891449816839,0.7469616703022749,0.5314914125311013
2,0.5007511608049415,0.5405453129715918,0.809909629167965,0.6780253270313109
3,0.4511784717129232,0.5625906703757437,0.8024306637581802,0.6442872993488432
4,0.4068851196222339,0.5552663543340238,0.8030539108756622,0.6484399149561645
5,0.36360393679741265,0.5138149520213375,0.8208164537239016,0.6955298288478649
6,0.3338233876732897,0.5938061892373349,0.7949516983483952,0.6733207620619572
7,0.3083903884223067,0.5736178897156378,0.8177002181364911,0.6863877389045475
8,0.26474523335800715,0.6298374981848983,0.7893424742910564,0.6559984766592465
9,0.25305336977612775,0.6328713258838089,0.8005609224057338,0.6635819636196792
10,0.22469607675431272,0.6626788935545412,0.7840448737924587,0.6589239539804699
11,0.20308162313061853,0.7395849015416294,0.7884076036148333,0.6487858440823778
12,0.159086100400485,0.7928757873993865,0.7740729199127454,0.6147168984407638
13,0.1365612532317507,0.7938962617965085,0.7893424742910564,0.6477703430736917
14,0.14177005065284096,0.8016844056906564,0.7946400747896541,0.6618427288907673
15,0.11762509111075513,0.8603099416297111,0.7809286382050483,0.6314408453751756
