experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,macro_precision,macro_recall,weighted_precision,weighted_recall
mobilenetv3_potato_subset,mobilenet_v3_small,3,0.9457364341085271,0.926269713916216,0.9456863398720351,3.431969120283611,1520931,0.9597701149425287,0.9049798409066144,0.9522854851643945,0.9457364341085271
