epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.624061830288594,0.4927354250677875,0.8267373013399814,0.6877048551459412
2,0.4350393391298559,0.4719327499688916,0.8348395138672484,0.7279817361916884
3,0.3878078049381916,0.4455012258161968,0.8404487379245871,0.7107374591640142
4,0.33368188903104784,0.46108632838662894,0.8379557494546588,0.7226334201895864
5,0.30063317826246416,0.49324964113294356,0.83234652539732,0.7372547979638353
6,0.27896980975417385,0.45314173268060814,0.8491741975693362,0.7470739861996719
7,0.23746936301680813,0.5232188189863676,0.824555936428794,0.7314742174162163
8,0.26176960416244116,0.5084761947947161,0.8416952321595512,0.7360458983742509
9,0.20978708128516413,0.5366021553806127,0.8304767840448738,0.7030847891976636
10,0.1866688525860169,0.5981642408801452,0.8211280772826426,0.7031266824378848
11,0.1649152955462008,0.6032970686239705,0.8192583359301964,0.6954696528922848
12,0.1396195563339172,0.6392110945205891,0.8211280772826426,0.6879847391062934
13,0.13859459537157462,0.6436225654369864,0.8208164537239016,0.7064115541590519
14,0.13278776897878894,0.6254318770730503,0.8264256777812402,0.7120395215081461
15,0.1692996683088257,0.6427447728646688,0.8335930196322842,0.7319384277895675
