experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
supervised_seed42,mobilenet_v3_small,5,0.8298535369273917,0.7004160847792351,0.828276205564913,23.00093200028641,1522981
