experiment_name,student_model_name,teacher_model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,temperature,alpha
mobilenetv3_distilled_resnet50_full_rtx4070,mobilenet_v3_small,resnet50,38,0.9950890116635973,0.9927368407130441,0.9950804895540658,4.562622000084957,1556806,4.0,0.5
