experiment_name,model_name,mode,backend,num_classes,float32_accuracy,quant_accuracy,accuracy_delta,float32_macro_precision,quant_macro_precision,float32_macro_recall,quant_macro_recall,float32_macro_f1,quant_macro_f1,float32_latency_ms,quant_latency_ms,latency_speedup,float32_size_mb,quant_size_mb,size_reduction,parameters
student_quantized_cassava_pertensor,mobilenet_v3_small,post_training_static,fbgemm,5,0.8451230913057027,0.10102835774384543,-0.7440947335618573,0.7477274416109884,0.12718533353421277,0.7097279635115876,0.19663815486027056,0.7257049373552874,0.07263431572394052,19.725439999892842,42.462241999746766,0.46454070889639976,5.933481216430664,7.275007247924805,0.815597980073929,1522981
