experiment_name,student_model_name,teacher_model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,temperature,alpha
distilled_seed42,mobilenet_v3_small,resnet50,5,0.8451230913057027,0.7257049373552874,0.8429741244632913,15.526251999981469,1522981,4.0,0.7
