epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.1000942953900363,0.7773737278115381,0.7622312246805859,0.5506611275495328
2,0.6913320625629752,0.7303348908583372,0.7722031785602992,0.5854237600693619
3,0.6082176098546435,0.5274406184601093,0.8211280772826426,0.6813099382182506
4,0.5454503994168216,0.5175221101327193,0.8208164537239016,0.6851720824722846
5,0.5135730202808122,0.5608699500987967,0.809286382050483,0.68255863616922
6,0.49023377374078203,0.5424908844712888,0.8124026176378935,0.6849897944210448
7,0.4439509049524523,0.5742403999059212,0.8005609224057338,0.6894584672737324
8,0.43973594746766975,0.5577267326644441,0.8142723589903397,0.6903329894589562
9,0.4198023878837254,0.5415526696104392,0.8226861950763478,0.6758743442287394
10,0.39173140416150737,0.5505309000764542,0.8142723589903397,0.6818746054327655
11,0.37694111466009855,0.5295688462391119,0.8239326893113119,0.6894540168350518
12,0.3734648409591465,0.5532904154101277,0.8189467123714553,0.6905680681829877
13,0.36262878484517125,0.5104079858541266,0.8229978186350888,0.7034876354875705
14,0.35515814393279277,0.4899894888897334,0.8363976316609536,0.7192243791713636
15,0.34448040311832645,0.5010327770400546,0.8307884076036148,0.7026235912390855
