epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.19649562561165743,0.19371196401712498,0.9612403100775194,0.7628375175965423
2,0.12496832820018793,0.10073914290577274,0.9844961240310077,0.9393939393939394
3,0.041447710211840905,0.05323884154563001,0.9844961240310077,0.9393939393939394
