experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,macro_precision,macro_recall,weighted_precision,weighted_recall
teacher_resnet50_full,resnet50,38,0.9935543278084714,0.9911915556122238,0.9935374295153139,5.471314919413999,23585894,0.9920387491770418,0.9908154263287405,0.9937660459317887,0.9935543278084714
