experiment_name,student_model_name,teacher_model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,temperature,alpha
distilled_seed45,mobilenet_v3_small,resnet50,5,0.8423184792770333,0.7257717858085524,0.8426817274987141,5.285815999377519,1522981,4.0,0.7
