epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.1260466166678749,0.6355375182632347,0.8002492988469928,0.6283866937090611
2,0.6861013953585007,0.5664635220302827,0.8080398878155188,0.671600268694038
3,0.6080879623051583,0.5441688926523072,0.8161421003427859,0.6810371216336885
4,0.5492359028733838,0.5164782088023548,0.8286070426924276,0.7151084312243947
5,0.5144084431840339,0.5420158874648647,0.8192583359301964,0.68520822591446
6,0.48310068218067703,0.5030521536475218,0.8307884076036148,0.706439414387104
7,0.45071688873187365,0.5150724149318676,0.824555936428794,0.6950753717547995
8,0.44016277975500945,0.5074556613913872,0.8301651604861328,0.7038140518762382
9,0.4306653583071262,0.5123015332626902,0.8314116547210969,0.7123117600771822
10,0.40034422797890606,0.4953276579854235,0.832658148956061,0.7132605093890214
11,0.40257673876269157,0.5451415101290864,0.8189467123714553,0.689196835805741
12,0.3778545797384504,0.5361904565438781,0.8177002181364911,0.7019250986570417
13,0.355875090382368,0.5562264804260201,0.8080398878155188,0.6740993380820077
14,0.351516316585097,0.5264922443692578,0.8223745715176067,0.6810018434695065
15,0.3466775307501578,0.5010278350878222,0.8282954191336865,0.6993940606984728
