epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.6679094050864732,0.7712712652700346,0.724836397631661,0.5164369365872934
2,0.5073479237876147,0.6028792721046098,0.7796821439700842,0.6200641463179629
3,0.4547035496295696,0.5360625083664192,0.8083515113742599,0.6815238497386179
4,0.4078267543336102,0.6441128722842737,0.7603614833281396,0.646943985573941
5,0.3610169644164055,0.5641193818863993,0.7986911810532876,0.6721991053613725
6,0.3289716683526615,0.5872425548140228,0.801807416640698,0.6358479235612792
7,0.2849829759670359,0.6165636613588906,0.8133374883141166,0.6830561761974661
8,0.28725656013684864,0.6125855020140888,0.8030539108756622,0.6554537191759546
9,0.23148333861597215,0.6614752193038135,0.7921470863197257,0.6661881847086827
10,0.2027760210004761,0.7938933689466479,0.7921470863197257,0.6335528791697447
11,0.17490055885182593,0.6921000327971837,0.8080398878155188,0.6706559179207614
12,0.17006342609623928,0.7421096397982315,0.7865378622623871,0.63521729812434
13,0.14428540060505687,0.8552168182408784,0.7796821439700842,0.6291932446022479
14,0.16991365751545917,0.834566198895378,0.7924587098784668,0.6309254170363108
15,0.13019006769109118,1.0442054765864897,0.7507011530071673,0.6285295247411379
