experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
supervised_seed46,mobilenet_v3_small,5,0.8145839825490807,0.672644758622346,0.8097048541918564,4.876675999694271,1522981
