experiment_name,student_model_name,teacher_model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,temperature,alpha
distilled_seed43,mobilenet_v3_small,resnet50,5,0.8429417263945155,0.719663478250322,0.8411084475717956,9.20404599964968,1522981,4.0,0.7
