epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.1165908550148105,0.6867062974733963,0.7865378622623871,0.6154678068382792
2,0.7041991223193224,0.6015528047445148,0.7996260517295107,0.6612834746030893
3,0.6009475168911874,0.5256931638236579,0.8205048301651605,0.6852522263177236
4,0.5556753053032625,0.5043943125200852,0.8289186662511686,0.6968560910773703
5,0.5102260414565928,0.49859627042094584,0.8295419133686507,0.7012997981902991
6,0.4917899989120409,0.545434370200446,0.8205048301651605,0.6751957188400791
7,0.45167678836127517,0.5622950767423178,0.8005609224057338,0.6730919092715982
8,0.4325378424645871,0.5516451938189834,0.8258024306637581,0.6974493705997686
9,0.4143817871878642,0.5542953549125329,0.8080398878155188,0.6939549871236409
10,0.4065380409520095,0.6424492333083184,0.7840448737924587,0.6772130044640626
11,0.4256583176703962,0.6042111870116184,0.7887192271735743,0.6671288798435876
12,0.39257470573711417,0.5275089175911402,0.8214397008413836,0.6899832812346707
13,0.359729878359193,0.5171065240745494,0.8335930196322842,0.7063514794113007
14,0.36863236528299576,0.5826223985721256,0.8071050171392957,0.6750116438153151
15,0.3451068571169518,0.5202078501934498,0.8192583359301964,0.6949635514233778
