experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
pv_supervised_seed44,mobilenet_v3_small,38,0.976365868631062,0.9643311877474807,0.9759951244022895,4.492739999550395,1556806
