epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.26327099646884455,0.13412592209248986,0.9547268262737876,0.937313074686938
2,0.09355458297157827,0.131240492186951,0.9581031307550645,0.9481061669409916
3,0.08041562387527067,0.06034490788250274,0.9786678944137508,0.9761654373093729
4,0.07309919115541547,0.05997295675818117,0.9805095150399018,0.9745874574685579
5,0.0688848047155025,0.12968402107642418,0.9651626764886433,0.9564756650491628
6,0.06415970602522206,0.1391254949644711,0.9576427255985267,0.9409900325674061
7,0.06251799402478947,0.08604542770382403,0.9755985267034991,0.9634355850995973
8,0.05500146470264269,0.08344018796231298,0.9706875383670964,0.9611665057729428
9,0.05359430769297946,0.06657622396709263,0.9802025782688766,0.9710304556385984
10,0.057511590730129895,0.35507569401230527,0.9042357274401474,0.90822430585367
11,0.049793173431616176,0.3954172921169748,0.8832105586249233,0.8504962154314353
12,0.05039515496907415,0.11172237124295757,0.9760589318600368,0.969554915529104
13,0.046492366289506065,0.0678643205144801,0.9783609576427256,0.968831250497445
14,0.05266780356932777,0.2779912744026158,0.9094536525475752,0.8984630272597552
15,0.041214784536489635,0.09470216325896422,0.9714548802946593,0.9580741259316213
