experiment_name,model_name,mode,backend,num_classes,float32_accuracy,quant_accuracy,accuracy_delta,float32_macro_precision,quant_macro_precision,float32_macro_recall,quant_macro_recall,float32_macro_f1,quant_macro_f1,float32_latency_ms,quant_latency_ms,latency_speedup,float32_size_mb,quant_size_mb,size_reduction,parameters
student_quantized_cassava,mobilenet_v3_small,post_training_static,fbgemm,5,0.8423184792770333,0.3028980990962917,-0.5394203801807416,0.7431040024765992,0.4672306566376109,0.7041807252665453,0.30810823817312205,0.7187127451815494,0.20592332174574518,28.61192199838115,59.34631400043145,0.4821179289782537,5.933481216430664,7.417501449584961,0.7999299031835937,1522981
