experiment_name,model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters
mobilenetv3_full_rtx4070,mobilenet_v3_small,38,0.9737569060773481,0.9623887279385258,0.9739571452121895,9.126953999511898,1556806
