experiment_name,model_name,mode,backend,num_classes,float32_accuracy,quant_accuracy,accuracy_delta,float32_macro_precision,quant_macro_precision,float32_macro_recall,quant_macro_recall,float32_macro_f1,quant_macro_f1,float32_latency_ms,quant_latency_ms,latency_speedup,float32_size_mb,quant_size_mb,size_reduction,parameters
student_quantized_cassava_dynamic,mobilenet_v3_small,post_training_dynamic,fbgemm,5,0.8451230913057027,0.8448114677469617,-0.00031162355874103653,0.7477274416109884,0.7462265391933325,0.7097279635115876,0.7087801889146194,0.7257049373552874,0.724505943912633,19.5455039999797,20.613309999462217,0.9481982272856531,5.933481216430664,4.232789993286133,1.4017896531229033,1522981
