experiment_name,student_model_name,teacher_model_name,num_classes,test_accuracy,test_macro_f1,test_weighted_f1,latency_ms,parameters,temperature,alpha
mobilenetv3_distilled_resnet50_full,mobilenet_v3_small,resnet50,38,0.9937077961939841,0.9907461850471835,0.9936822556442219,3.531500839162618,1556806,4.0,0.5
